player_name,player_number,player_team,game_date,game_time,game_opponent,game_location,game_type,stat_hits,stat_rbis,stat_at_bats,stat_singles,stat_doubles,stat_triples,stat_homeruns,stat_sacrifice,stat_strikeouts
RODRIGO FRENCH,29,TOR,9/8/2023,1400,COL,away,regular,2,2,2,1,1,0,0,0,0
TJ GILMORE,78,SD,5/15/2023,2000,CLE,away,regular,1,1,2,1,0,0,0,1,0
ADAM SNYDER,12,CWS,8/6/2023,2000,SD,away,regular,1,1,4,1,0,0,0,0,3
GARY LEVY,32,WSH,10/2/2023,1300,SEA,away,postseason,1,1,4,1,0,0,0,0,3
GARY RITTER,47,KC,5/15/2023,1500,MIA,home,regular,2,1,6,1,1,0,0,1,3
WILLIAM SWANSON,40,NYY,8/2/2023,2000,TOR,away,regular,1,1,2,1,0,0,0,0,1
MARTIN CLINE,34,BOS,5/31/2023,2000,MIL,away,regular,1,1,3,0,1,0,0,0,2
JACOB CLEMENTS,45,KC,9/27/2023,2000,NYH,away,regular,2,1,4,2,0,0,0,0,2
TJ BARR,27,CAL,10/1/2023,1400,MIA,away,regular,1,1,4,1,0,0,0,0,3
EVAN NOBLE,39,CLE,8/24/2023,1900,HOU,home,regular,1,1,3,1,0,0,0,0,2
BOB ROMERO,18,NY,10/16/2023,1900,MIN,away,postseason,2,1,2,1,1,0,0,0,0
WILL HERRERA,22,TB,9/14/2023,1800,NY,home,regular,2,2,3,1,1,0,0,1,0
JAMES MCFARLAND,98,BOU,5/27/2023,2000,PHP,away,regular,0,0,3,0,0,0,0,0,3
JAMES HORN,21,STL,5/13/2023,1900,NY,away,regular,1,1,3,1,0,0,0,0,2
WALKER LEWIS,47,BOU,4/2/2023,1600,NY,away,regular,3,1,5,1,0,0,2,0,2
LARRY PROCTOR,90,BOS,10/26/2023,1800,SD,away,postseason,1,1,3,1,0,0,0,0,2
WILLIAM MOSES,92,COL,5/25/2023,1300,BOR,away,regular,0,0,0,0,0,0,0,0,0
MARTIN GUZMAN,17,STL,9/20/2023,1800,WSH,home,regular,2,1,5,1,0,0,1,0,3
GARY KENT,6,HOU,8/7/2023,1900,BSN,away,regular,1,1,5,1,0,0,0,1,3
THOMAS NOBLE,32,CIN,9/19/2023,1900,PHB,away,regular,1,1,3,1,0,0,0,1,1
WILL LEWIS,47,AZ,7/16/2023,1400,ANA,home,regular,2,2,2,1,0,0,1,0,0
BOB STANTON,80,PHB,10/11/2023,2000,CIN,away,postseason,3,2,7,1,0,0,2,1,3
BILL HARRINGTON,65,FLA,5/7/2023,1800,NYG,away,regular,1,1,4,1,0,0,0,0,3
BOB FRANK,72,CHO,6/25/2023,1200,ANA,away,regular,1,1,3,1,0,0,0,0,2
GARY MORRIS,75,SLC,9/27/2023,1300,PHP,away,regular,1,1,1,1,0,0,0,0,0
WILL WILLIAMS,41,CWS,10/23/2023,1300,CWS,away,postseason,1,1,5,1,0,0,0,1,3
MARTIN CUMMINGS,33,MIA,7/3/2023,1200,ANA,away,regular,1,1,2,1,0,0,0,0,1
WILL DENNIS,76,ATL,8/30/2023,1600,MIN,away,regular,1,1,1,1,0,0,0,0,0
WALKER BRADFORD,16,MIN,10/26/2023,1600,BSN,home,postseason,2,2,3,2,0,0,0,0,1
JAMES MILLS,86,CHI,4/7/2023,1300,BOU,away,regular,0,0,1,0,0,0,0,0,1
JAKE ANDRADE,0,NY,4/4/2023,1900,CAL,away,regular,1,1,3,1,0,0,0,0,2
JACKSON KLINE,58,NYH,9/16/2023,1900,LAD,away,regular,1,1,3,1,0,0,0,0,2
JOHNNY TRAN,94,TOR,10/21/2023,1500,CHO,away,postseason,2,2,2,1,1,0,0,0,0
WILLIAM HINTON,79,NY,5/27/2023,1800,NYY,home,regular,1,1,1,1,0,0,0,0,0
TJ KNAPP,38,NYM,7/4/2023,1400,BKN,home,regular,1,1,5,1,0,0,0,1,3
JAMES GONZALEZ,92,PHI,7/17/2023,1900,TEX,home,regular,2,1,4,1,0,0,1,0,2
BILL SELLERS,50,TEX,10/3/2023,1900,SEA,away,postseason,1,1,2,1,0,0,0,0,1
RODRIGO HATFIELD,77,DET,4/6/2023,1300,NYY,home,regular,1,1,3,1,0,0,0,0,2
WILLIAM MORGAN,25,WSH,9/13/2023,1700,CIN,home,regular,1,1,3,1,0,0,0,0,2
WILLIAM MANNING,25,BOR,8/6/2023,2000,COL,away,regular,1,1,4,0,1,0,0,0,3
BOB MCCARTY,96,PHA,10/3/2023,1900,SLC,home,postseason,3,2,3,2,1,0,0,0,0
BARRY SPARKS,28,TEX,4/10/2023,1800,NYY,home,regular,2,1,5,1,0,0,1,0,3
BILLY HOLMES,69,NYY,10/12/2023,1500,TB,home,postseason,1,1,5,1,0,0,0,1,3
BILLY CAREY,24,NYG,8/22/2023,1200,OAK,away,regular,0,0,0,0,0,0,0,0,0
GARY BRYANT,46,ATL,9/18/2023,1800,STL,home,regular,2,1,3,1,0,0,1,0,1
JACKSON PITTMAN,73,MTL,6/26/2023,1200,DET,home,regular,0,0,1,0,0,0,0,1,0
JOHNNY HARRINGTON,33,NYG,7/13/2023,1900,AZ,away,regular,1,1,2,1,0,0,0,0,1
THOMAS GIBSON,38,LA,7/13/2023,1200,COL,away,regular,1,1,2,1,0,0,0,1,0
JOHNNY CHAMBERS,26,CLE,7/5/2023,1700,CHC,away,regular,1,1,5,1,0,0,0,1,3
THOMAS RANDOLPH,89,FLA,6/27/2023,1900,BOR,home,regular,2,2,6,1,1,0,0,1,3
EVAN COLON,3,BAL,4/18/2023,1600,PHA,home,regular,2,2,5,2,0,0,0,0,3
JAKE LANDRY,60,NYY,9/13/2023,1300,TEX,away,regular,1,1,4,1,0,0,0,0,3
BOB NEAL,81,ATL,8/18/2023,1900,BKN,away,regular,1,1,1,0,0,0,1,0,0
THOMAS BRANDT,10,CHI,7/19/2023,1900,BOS,away,regular,1,1,4,1,0,0,0,0,3
MARTIN GILLESPIE,24,CHC,6/18/2023,1500,BOD,home,regular,2,1,6,1,1,0,0,1,3
JOHNNY LEON,90,LA,5/31/2023,1900,BOU,home,regular,2,2,2,2,0,0,0,0,0
LARRY PETERSON,73,AZ,6/3/2023,1900,NYH,away,regular,2,2,4,2,0,0,0,0,2
JACKSON SHORT,7,PHB,5/12/2023,1400,SD,home,regular,1,1,2,1,0,0,0,0,1
WALKER HOLDEN,15,MIL,9/12/2023,1800,ANA,away,regular,2,2,3,1,0,0,1,0,1
TAYLOR CALDWELL,32,NY,4/28/2023,1800,CHI,home,regular,3,3,3,1,0,0,2,0,0
BILL WELCH,56,HOU,7/12/2023,1500,CWS,home,regular,1,1,4,1,0,0,0,0,3
EVAN KEITH,89,CHI,6/7/2023,1600,CAL,away,regular,3,3,3,1,2,0,0,0,0
BILL GRIFFIN,43,NYY,4/15/2023,1600,SD,away,regular,0,0,1,0,0,0,0,1,0
TJ ELLIS,41,BOS,8/10/2023,1500,LA,away,regular,2,2,3,2,0,0,0,1,0
GARY STRONG,18,ATL,4/10/2023,1900,BAL,away,regular,2,1,2,1,1,0,0,0,0
JAMES FERRELL,77,WSH,9/24/2023,1700,PHP,home,regular,4,3,5,1,0,0,3,0,1
TJ CLINE,35,MIL,7/15/2023,1800,SF,away,regular,1,1,2,1,0,0,0,0,1
JACKSON WATTS,53,PHP,8/10/2023,1300,ATL,away,regular,1,1,2,1,0,0,0,0,1
JAKE MILLER,73,SLC,4/8/2023,1500,BOD,away,regular,2,1,2,1,1,0,0,0,0
TAYLOR LYNN,41,CHO,10/15/2023,1600,SD,away,postseason,0,0,3,0,0,0,0,1,2
BOB MORENO,85,ATL,8/25/2023,1900,NYY,away,regular,1,1,3,1,0,0,0,1,1
THOMAS PHELPS,14,CHC,5/17/2023,1700,PHI,away,regular,1,1,2,1,0,0,0,0,1
THOMAS HAMPTON,93,LAA,6/29/2023,1200,SLB,away,regular,1,1,4,1,0,0,0,0,3
BOB SPARKS,33,BOA,8/17/2023,1400,WSH,home,regular,2,1,3,2,0,0,0,0,1
TJ FRENCH,13,STL,4/22/2023,1800,LAD,away,regular,3,1,3,1,0,0,2,0,0
JAKE BLEVINS,55,CHO,10/7/2023,1700,LAD,away,postseason,2,2,2,1,1,0,0,0,0
WALKER BARKER,71,PHB,3/31/2023,2000,PHP,home,regular,1,1,3,1,0,0,0,0,2
TAYLOR GARRETT,51,COL,7/31/2023,1900,BOA,home,regular,1,1,1,1,0,0,0,0,0
ADAM ROCHA,19,SEA,7/14/2023,1800,SD,away,regular,2,1,4,1,0,1,0,0,2
WALKER HENDRIX,54,BOS,7/4/2023,1300,PIT,home,regular,1,1,3,1,0,0,0,0,2
WILLIAM LYONS,23,KC,6/14/2023,2000,KC,away,regular,2,1,3,1,1,0,0,0,1
GARY WEISS,65,OAK,10/4/2023,1500,NYH,away,postseason,1,1,3,1,0,0,0,0,2
THOMAS BUTLER,72,SLC,10/21/2023,2000,STL,away,postseason,1,1,2,1,0,0,0,0,1
TAYLOR LUCERO,41,NYY,7/23/2023,2000,NYM,away,regular,0,0,3,0,0,0,0,0,3
BILL MONTES,23,BAL,4/1/2023,1900,STL,home,regular,2,2,5,1,0,0,1,1,2
LARRY GARZA,89,FLA,5/26/2023,1400,CWS,away,regular,2,1,3,1,1,0,0,1,0
WILL HOLLOWAY,2,OAK,8/20/2023,1900,PHP,away,regular,1,1,2,0,1,0,0,0,1
MARTIN MORRISON,51,COL,7/23/2023,1700,MIL,home,regular,1,1,3,1,0,0,0,0,2
TAYLOR MCLEAN,33,BOS,6/11/2023,1600,PHB,away,regular,1,1,4,1,0,0,0,1,2
WALKER ALVAREZ,44,CAL,5/28/2023,1200,TOR,away,regular,2,2,5,1,0,1,0,0,3
WILL DAY,11,CHI,4/3/2023,1500,SLB,home,regular,1,1,4,1,0,0,0,1,2
BARRY HOLLOWAY,72,NYM,4/1/2023,2000,LAA,away,regular,1,1,2,1,0,0,0,0,1
JACKSON HERNANDEZ,45,BOS,10/21/2023,1500,LAA,home,postseason,2,1,3,2,0,0,0,0,1
WILLIAM VILLANUEVA,53,TB,6/25/2023,1900,MIN,away,regular,2,1,2,1,0,0,1,0,0
WILLIAM ESPINOZA,94,AZ,7/13/2023,1200,CLE,home,regular,2,2,3,2,0,0,0,1,0
JACKSON MCINTYRE,81,BSN,8/20/2023,1600,NYH,home,regular,0,0,2,0,0,0,0,1,1
JAMES TYLER,16,CHI,8/7/2023,1800,KC,away,regular,0,0,3,0,0,0,0,0,3
MARTIN KNAPP,48,KC,4/17/2023,1700,CWS,home,regular,4,3,7,1,0,0,3,0,3
WILL MORGAN,8,MIA,8/12/2023,1700,MIL,away,regular,2,2,6,1,0,0,1,1,3
JACOB KIM,43,HOU,6/1/2023,2000,CAL,home,regular,2,1,3,1,1,0,0,0,1
THOMAS PRICE,86,CLE,5/23/2023,2000,NYY,away,regular,2,1,2,1,0,0,1,0,0
WILLIAM NUNEZ,5,COL,10/17/2023,1700,PHI,home,postseason,2,2,5,1,0,1,0,1,2
MARTIN COHEN,91,CIN,9/14/2023,1700,AZ,home,regular,2,1,2,1,0,0,1,0,0
THOMAS RYAN,22,CWS,9/25/2023,1800,COL,away,regular,1,1,3,1,0,0,0,1,1
ADAM KNOX,3,PIT,10/20/2023,1700,BAL,home,postseason,1,1,3,1,0,0,0,0,2
BILL COPELAND,7,NY,10/12/2023,1700,LA,home,postseason,1,1,4,1,0,0,0,1,2
JACOB MENDEZ,20,STL,8/8/2023,2000,TB,away,regular,0,0,3,0,0,0,0,0,3
JACKSON MATHIS,40,BOR,8/7/2023,1600,CWS,home,regular,1,1,4,1,0,0,0,1,2
BOB SINGLETON,94,CHI,4/9/2023,1800,MIA,away,regular,1,1,5,1,0,0,0,1,3
WILL HERMAN,66,BOS,10/22/2023,1600,PHB,away,postseason,4,3,7,1,0,0,3,0,3
TJ ROBERSON,21,NYH,7/30/2023,1200,PIT,away,regular,2,1,5,2,0,0,0,0,3
WALKER WISE,34,PHB,4/9/2023,1600,MTL,away,regular,1,1,3,1,0,0,0,0,2
JACOB LONG,85,TOR,6/7/2023,1200,SF,home,regular,0,0,3,0,0,0,0,0,3
WILL HARVEY,27,BOA,7/22/2023,1500,SEA,away,regular,3,1,4,2,1,0,0,1,0
WILL BARTON,77,CHO,4/13/2023,1400,BKN,away,regular,0,0,1,0,0,0,0,0,1
TJ MURRAY,60,CHI,9/7/2023,1300,BKN,home,regular,1,1,1,1,0,0,0,0,0
JACKSON BLEVINS,65,NYH,7/3/2023,1700,BKN,home,regular,2,2,3,1,0,1,0,0,1
WILL SANTOS,5,SEA,9/21/2023,1800,NYM,home,regular,1,1,2,1,0,0,0,1,0
TAYLOR ANDERSON,98,LA,5/28/2023,1400,FLA,away,regular,2,1,4,2,0,0,0,0,2
GARY CAIN,37,NYY,7/9/2023,1500,CHO,home,regular,2,2,5,2,0,0,0,0,3
JAMES QUINN,81,LAD,6/23/2023,1200,PIT,home,regular,1,1,1,1,0,0,0,0,0
JACKSON WELLS,42,CLE,10/4/2023,1700,SEA,away,postseason,0,0,2,0,0,0,0,1,1
BILL ABBOTT,38,MTL,4/14/2023,2000,SEA,home,regular,1,1,3,1,0,0,0,1,1
WALKER SCHMIDT,35,NYH,9/14/2023,2000,TB,away,regular,0,0,3,0,0,0,0,0,3
BILLY WONG,48,CAL,6/11/2023,1800,BOA,away,regular,1,1,3,1,0,0,0,0,2
JACKSON WILCOX,21,CHC,4/9/2023,1800,CHI,home,regular,3,3,6,2,0,1,0,0,3
EVAN SHORT,10,NY,10/8/2023,1400,BSN,away,postseason,1,1,1,1,0,0,0,0,0
JAKE SAMPSON,1,CHO,6/30/2023,1200,NYH,home,regular,3,1,3,1,0,0,2,0,0
MARTIN HANSON,38,SLC,9/10/2023,2000,PHB,away,regular,1,1,1,1,0,0,0,0,0
BOB WERNER,27,KC,8/12/2023,1400,PHP,away,regular,3,3,6,1,1,0,1,0,3
WALKER WHITE,25,SF,3/31/2023,1700,MTL,home,regular,1,1,4,1,0,0,0,0,3
THOMAS BALDWIN,20,BOD,4/27/2023,1900,CHI,away,regular,1,1,3,1,0,0,0,0,2
BARRY MCDANIEL,34,CWS,7/7/2023,2000,SEA,away,regular,2,1,3,2,0,0,0,0,1
ADAM LUNA,17,SLC,9/25/2023,1600,SLC,home,regular,2,2,4,1,0,0,1,0,2
TJ HARVEY,91,NYH,10/9/2023,1300,PHP,home,postseason,3,2,6,1,1,0,1,0,3
RODRIGO LYNN,35,SD,6/29/2023,1400,CIN,away,regular,1,1,4,1,0,0,0,0,3
MARTIN PECK,16,LA,7/31/2023,2000,NYY,home,regular,1,1,5,1,0,0,0,1,3
JAKE MCCULLOUGH,53,PHA,5/5/2023,1400,SEA,home,regular,0,0,0,0,0,0,0,0,0
WALKER BENITEZ,83,SLB,6/11/2023,2000,PHI,home,regular,2,2,6,1,1,0,0,1,3
BILL BARRERA,4,MIA,6/21/2023,1700,STL,away,regular,1,1,3,0,1,0,0,0,2
ADAM JONES,69,ATL,7/27/2023,2000,CLE,home,regular,2,1,6,1,1,0,0,1,3
JOHNNY PEREZ,18,NY,8/30/2023,1500,MIA,home,regular,2,1,2,1,0,0,1,0,0
EVAN CUNNINGHAM,1,BOA,10/22/2023,1500,PHP,home,postseason,2,1,3,0,0,0,2,0,1
JOHNNY TRAVIS,60,BOS,8/5/2023,1400,NY,away,regular,2,1,4,1,0,1,0,0,2
WALKER ZAVALA,99,BOS,8/7/2023,1700,SLB,home,regular,1,1,2,1,0,0,0,0,1
BARRY MORTON,65,CHO,10/1/2023,1500,SEA,away,regular,3,2,3,1,1,1,0,0,0
BARRY SUAREZ,13,LAD,4/6/2023,1700,BSN,away,regular,1,1,2,1,0,0,0,0,1
WALKER ANDRADE,67,CIN,6/10/2023,1500,PHA,away,regular,2,2,2,1,0,1,0,0,0
JOHNNY ARNOLD,62,HOU,10/27/2023,2000,BOR,away,postseason,2,1,4,2,0,0,0,0,2
TAYLOR MARQUEZ,69,NYY,8/27/2023,1800,SF,home,regular,0,0,1,0,0,0,0,1,0
THOMAS ALVAREZ,13,SF,8/8/2023,2000,TB,home,regular,1,1,2,1,0,0,0,0,1
JACKSON CALHOUN,78,AZ,5/28/2023,1800,BOD,home,regular,2,1,3,1,0,0,1,1,0
TAYLOR HERRING,23,SLC,5/10/2023,1800,FLA,home,regular,2,2,4,2,0,0,0,0,2
MARTIN RICHARDS,38,BOS,10/4/2023,1600,CHI,away,postseason,1,1,5,1,0,0,0,1,3
JAKE CLEMENTS,82,AZ,10/9/2023,1700,NYM,home,postseason,3,1,4,1,0,0,2,0,1
JACKSON MCGEE,3,WSH,10/31/2023,1500,COL,away,postseason,2,1,4,1,1,0,0,0,2
ADAM SANTOS,83,KC,4/17/2023,1500,BOD,home,regular,1,1,2,1,0,0,0,0,1
WILL AYALA,23,BOD,5/5/2023,1700,NY,away,regular,2,2,5,2,0,0,0,0,3
RODRIGO KNOX,97,BOR,7/9/2023,1700,PIT,home,regular,3,3,3,1,0,0,2,0,0
BARRY MELTON,79,MIN,7/21/2023,1400,BOR,home,regular,1,1,4,1,0,0,0,0,3
TAYLOR CARNEY,25,BOA,7/9/2023,1800,TB,home,regular,2,1,5,1,0,1,0,0,3
THOMAS ROGERS,10,CHO,10/31/2023,2000,PHI,home,postseason,1,1,4,1,0,0,0,0,3
WILL RICHMOND,7,PHP,8/5/2023,1800,LAD,home,regular,2,1,4,1,1,0,0,0,2
JOHNNY CLARK,54,WSH,9/5/2023,1600,STL,home,regular,1,1,1,1,0,0,0,0,0
BILL AYERS,69,CHC,4/7/2023,1700,CIN,home,regular,3,2,6,1,1,0,1,0,3
JACOB WEAVER,3,PHP,4/21/2023,1200,SLC,home,regular,1,1,2,1,0,0,0,0,1
JOHNNY DOUGHERTY,20,SLC,9/5/2023,1500,NY,away,regular,3,1,5,2,1,0,0,1,1
JAKE WHITAKER,63,BOR,10/3/2023,1700,CLE,away,postseason,3,1,6,1,2,0,0,0,3
ADAM LE,39,WSH,9/29/2023,1400,NYY,home,regular,3,2,4,2,0,1,0,0,1
JAMES HIGGINS,18,PHI,5/25/2023,1300,PHP,home,regular,2,1,3,2,0,0,0,0,1
BILL MUNOZ,69,FLA,4/23/2023,1700,COL,home,regular,2,2,5,1,1,0,0,0,3
RODRIGO COOKE,57,BOS,8/23/2023,2000,MIL,away,regular,0,0,3,0,0,0,0,0,3
EVAN MCLAUGHLIN,80,CLE,5/7/2023,2000,SD,home,regular,1,1,1,1,0,0,0,0,0
EVAN AGUILAR,95,NYG,7/13/2023,1900,OAK,home,regular,1,1,1,1,0,0,0,0,0
GARY MUNOZ,30,BSN,10/15/2023,1500,OAK,home,postseason,2,1,4,1,1,0,0,0,2
JOHNNY NAVARRO,49,CAL,7/28/2023,1500,CIN,home,regular,0,0,2,0,0,0,0,0,2
JACKSON LYONS,7,LAA,8/29/2023,1700,ATL,home,regular,1,1,2,1,0,0,0,0,1
LARRY POLLARD,85,ATL,5/10/2023,1600,FLA,home,regular,1,1,2,1,0,0,0,1,0
JAKE ROY,1,BSN,9/30/2023,1500,BOR,away,regular,2,2,4,1,0,0,1,1,1
WILL CLARKE,81,AZ,4/1/2023,1200,BKN,home,regular,4,1,8,2,0,0,2,1,3
JOHNNY MEYERS,80,KC,10/13/2023,2000,SLB,away,postseason,2,2,4,1,1,0,0,1,1
ADAM HUERTA,25,BOA,4/12/2023,1400,TB,home,regular,4,2,6,1,0,0,3,0,2
WILL HARMON,76,BAL,5/2/2023,1300,NYH,home,regular,1,1,4,1,0,0,0,1,2
BILLY FULLER,0,BOA,4/17/2023,1700,OAK,away,regular,4,2,5,1,1,0,2,0,1
JAMES RIVAS,76,PHA,8/18/2023,1600,NYG,home,regular,0,0,3,0,0,0,0,0,3
TAYLOR SMALL,26,CIN,4/12/2023,1600,NYM,home,regular,1,1,1,1,0,0,0,0,0
MARTIN BROCK,52,NYY,9/3/2023,1900,ATL,away,regular,2,1,2,2,0,0,0,0,0
GARY RUBIO,97,CIN,10/22/2023,1600,NYM,home,postseason,2,1,5,2,0,0,0,0,3
GARY TAPIA,29,LA,9/8/2023,1500,MIL,home,regular,2,1,4,1,1,0,0,0,2
JACKSON MERCER,92,CLE,8/16/2023,1700,WSH,away,regular,2,2,3,2,0,0,0,0,1
JACKSON SLOAN,90,CHO,7/5/2023,2000,LAD,away,regular,1,1,5,1,0,0,0,1,3
BILLY OLSEN,10,TEX,10/1/2023,1400,ANA,home,regular,3,1,3,1,0,0,2,0,0
GARY FLOWERS,95,TOR,10/21/2023,1500,BOR,home,postseason,3,2,5,2,1,0,0,0,2
MARTIN PONCE,70,PIT,7/24/2023,1900,PHB,away,regular,0,0,3,0,0,0,0,0,3
EVAN AUSTIN,31,MIA,10/7/2023,1300,TEX,home,postseason,1,1,3,1,0,0,0,0,2
TAYLOR DELGADO,39,HOU,6/28/2023,1400,SLB,away,regular,2,2,6,1,0,0,1,1,3
WILLIAM WEAVER,15,TEX,4/7/2023,1200,CHO,away,regular,0,0,1,0,0,0,0,1,0
EVAN MORENO,84,LA,9/14/2023,1300,NYY,home,regular,2,2,6,1,1,0,0,1,3
BARRY RIVERS,37,CLE,10/1/2023,1200,LAA,away,regular,0,0,1,0,0,0,0,1,0
ADAM HICKMAN,96,SD,5/8/2023,1500,BOD,home,regular,2,1,5,1,0,0,1,0,3
RODRIGO OLSEN,35,BOD,10/1/2023,1300,KC,home,regular,1,1,1,1,0,0,0,0,0
BOB STARK,27,TEX,7/4/2023,1600,SD,home,regular,0,0,2,0,0,0,0,0,2
GARY WILKINSON,77,CWS,10/16/2023,1900,PHP,away,postseason,1,1,5,1,0,0,0,1,3
BOB WALTERS,17,WSH,8/6/2023,2000,CWS,home,regular,4,1,5,2,2,0,0,0,1
LARRY KING,59,MIA,6/26/2023,1500,PHP,away,regular,2,1,4,1,1,0,0,0,2
GARY SHAH,8,NYY,6/19/2023,2000,AZ,home,regular,1,1,3,1,0,0,0,0,2
MARTIN HARMON,86,TEX,6/9/2023,1800,AZ,home,regular,2,2,2,2,0,0,0,0,0
BILLY FLOYD,15,HOU,10/4/2023,1800,BOU,home,postseason,1,1,1,1,0,0,0,0,0
JAMES COLLIER,5,OAK,10/30/2023,1900,BOD,home,postseason,2,2,3,1,1,0,0,1,0
THOMAS MOODY,39,DET,8/12/2023,2000,MIL,home,regular,2,1,5,2,0,0,0,0,3
LARRY MCMAHON,12,FLA,9/9/2023,1800,PHB,home,regular,1,1,1,1,0,0,0,0,0
WALKER HORTON,3,ATL,5/2/2023,2000,BSN,away,regular,1,1,4,1,0,0,0,0,3
BOB HOLDEN,74,KC,5/8/2023,1600,SLC,away,regular,1,1,4,1,0,0,0,1,2
JAMES GRAY,85,NY,8/10/2023,1800,HOU,home,regular,3,3,5,1,0,1,1,1,1
WALKER DILLON,92,WSH,8/9/2023,1900,CLE,home,regular,2,1,4,1,0,1,0,1,1
LARRY TYLER,4,TB,6/19/2023,1300,PHA,away,regular,0,0,1,0,0,0,0,1,0
WILLIAM SILVA,19,SF,4/12/2023,1300,FLA,home,regular,1,1,1,1,0,0,0,0,0
WILLIAM KENT,96,BAL,5/8/2023,1500,LAA,home,regular,1,1,1,1,0,0,0,0,0
THOMAS SUTTON,63,ATL,7/11/2023,1200,KC,home,regular,1,1,4,1,0,0,0,0,3
RODRIGO STUART,11,OAK,8/8/2023,2000,CWS,away,regular,2,2,3,1,1,0,0,0,1
JAKE NICHOLS,57,PHP,4/6/2023,1800,CHO,home,regular,3,2,5,0,2,0,1,0,2
WILLIAM CRAWFORD,2,HOU,6/11/2023,1500,NY,away,regular,3,3,6,2,1,0,0,0,3
JAKE BRAY,68,NY,9/14/2023,1200,CHC,home,regular,2,2,3,1,1,0,0,0,1
JACOB NEWTON,80,PHA,4/10/2023,1600,SLC,away,regular,2,2,4,1,0,0,1,1,1
TJ ANTHONY,52,SLC,6/28/2023,1800,CIN,home,regular,3,2,4,1,0,0,2,1,0
JACKSON HUMPHREY,2,OAK,7/2/2023,1200,BSN,home,regular,3,2,3,2,1,0,0,0,0
GARY WILKERSON,73,BOU,10/6/2023,1900,BOS,away,postseason,1,1,3,1,0,0,0,0,2
MARTIN ARROYO,23,CHO,4/30/2023,1900,NYH,home,regular,1,1,3,1,0,0,0,1,1
TAYLOR HIGGINS,57,NYY,8/25/2023,1800,PHP,away,regular,0,0,3,0,0,0,0,0,3
BARRY BARTON,29,MIL,8/1/2023,1500,TOR,home,regular,1,1,3,1,0,0,0,0,2
LARRY VILLEGAS,90,PHB,10/24/2023,1800,COL,home,postseason,0,0,1,0,0,0,0,0,1
GARY WALLS,90,BSN,10/23/2023,1500,AZ,away,postseason,1,1,1,1,0,0,0,0,0
WILLIAM DRAKE,95,SD,6/29/2023,1400,MTL,away,regular,2,1,2,2,0,0,0,0,0
WILLIAM STEVENS,27,SLC,7/16/2023,1700,HOU,home,regular,1,1,2,1,0,0,0,0,1
MARTIN PIERCE,37,NYH,7/18/2023,2000,BOU,home,regular,1,1,4,1,0,0,0,0,3
THOMAS RICH,40,SEA,10/26/2023,1700,SLC,away,postseason,1,1,3,1,0,0,0,0,2
EVAN MCGUIRE,30,NYH,8/16/2023,1600,CHI,away,regular,2,1,5,1,0,1,0,1,2
JACKSON HAYES,40,CAL,4/17/2023,1700,CAL,away,regular,1,1,2,1,0,0,0,1,0
JACOB STEELE,78,DET,7/5/2023,1700,BOD,home,regular,1,1,2,1,0,0,0,0,1
RODRIGO WARD,70,NYM,7/20/2023,1900,CIN,away,regular,3,1,5,3,0,0,0,0,2
JAKE BUCHANAN,65,MTL,7/19/2023,1600,LA,home,regular,0,0,3,0,0,0,0,1,2
JACOB CARSON,69,SEA,5/27/2023,1900,NYM,home,regular,2,1,2,1,1,0,0,0,0
JOHNNY CHANEY,25,BOU,6/6/2023,1400,PIT,away,regular,1,1,2,1,0,0,0,1,0
BILL GRAVES,11,OAK,10/6/2023,1400,AZ,away,postseason,1,1,3,1,0,0,0,0,2
THOMAS WALTERS,12,SF,10/30/2023,2000,PHP,away,postseason,4,4,5,1,2,0,1,1,0
RODRIGO MIDDLETON,18,STL,10/10/2023,1800,TOR,away,postseason,1,1,4,0,1,0,0,0,3
THOMAS HOLDER,76,CHO,6/5/2023,2000,BSN,away,regular,1,1,5,1,0,0,0,1,3
LARRY OWENS,69,MTL,8/5/2023,2000,TOR,home,regular,1,1,4,1,0,0,0,0,3
BILLY WELCH,40,PHA,7/1/2023,2000,NY,away,regular,1,1,3,1,0,0,0,0,2
RODRIGO BUCHANAN,47,WSH,5/3/2023,1600,PHB,home,regular,1,1,3,1,0,0,0,0,2
MARTIN DOMINGUEZ,92,FLA,6/21/2023,1600,PHI,home,regular,1,1,3,1,0,0,0,0,2
MARTIN BIRD,74,NYG,8/28/2023,1200,COL,away,regular,1,1,1,1,0,0,0,0,0
BARRY POOLE,19,SLB,10/1/2023,1800,HOU,away,regular,2,1,3,1,1,0,0,0,1
BILL RUBIO,33,FLA,6/20/2023,1400,TB,home,regular,3,2,5,1,1,0,1,0,2
BOB FINLEY,93,PHB,4/22/2023,1700,PIT,home,regular,3,2,6,2,0,0,1,0,3
ADAM MORROW,57,PHB,4/24/2023,1700,BAL,away,regular,1,1,2,1,0,0,0,0,1
BILLY CHARLES,66,CHC,4/6/2023,1400,COL,home,regular,2,1,6,1,1,0,0,1,3
JAMES LYONS,75,TEX,4/11/2023,1500,BOS,home,regular,2,1,5,1,1,0,0,0,3
WILL CARNEY,40,OAK,6/7/2023,1200,SD,away,regular,2,2,4,1,0,1,0,0,2
JAMES MCLAUGHLIN,12,OAK,9/9/2023,1400,FLA,home,regular,1,1,4,1,0,0,0,0,3
BARRY KANE,7,MIA,5/1/2023,1400,MIL,home,regular,1,1,4,1,0,0,0,0,3
